'Elapsed time','ECG'
014.460,1.110	
014.470,-0.135	
014.480,-0.775	
014.490,-0.635	
014.500,-0.345	
014.510,-0.160	
014.520,-0.150	
014.530,-0.155	
014.540,-0.140	
014.550,-0.125	
014.560,-0.135	
014.570,-0.100	
014.580,-0.080	
014.590,-0.075	
014.600,-0.045	
014.610,-0.035	
014.620,0.005	
014.630,0.010	
014.640,0.025	
014.650,0.075	
014.660,0.100	
014.670,0.165	
014.680,0.180	
014.690,0.205	
014.700,0.230	
014.710,0.240	
014.720,0.230	
014.730,0.250	
014.740,0.215	
014.750,0.195	
014.760,0.155	
014.770,0.090	
014.780,0.065	
014.790,0.025	
014.800,-0.025	
014.810,0.000	
014.820,-0.020	
014.830,-0.020	
014.840,-0.010	
014.850,-0.015	
014.860,-0.025	
014.870,-0.020	
014.880,-0.035	
014.890,-0.040	
014.900,-0.020	
014.910,-0.055	
014.920,-0.055	
014.930,-0.070	
014.940,-0.045	
014.950,-0.065	
014.960,-0.075	
014.970,-0.105	
014.980,-0.085	
014.990,-0.090	
015.000,-0.085	
015.010,-0.095	
015.020,-0.085	
015.030,-0.105	
015.040,-0.095	
015.050,-0.095	
015.060,-0.100	
015.070,-0.050	
015.080,0.015	
015.090,0.040	
015.100,0.060	
015.110,0.150	
015.120,0.160	
015.130,0.055	
015.140,-0.005	
015.150,-0.045	
015.160,-0.100	
015.170,-0.200	
015.180,-0.190	
015.190,-0.240	
015.200,-0.205	
015.210,-0.235	
015.220,-0.110	
015.230,0.375	
015.240,1.210	
015.250,1.525	
015.260,-0.035	
015.270,-0.805	
015.280,-0.700	
015.290,-0.405	
015.300,-0.180	
015.310,-0.175	
015.320,-0.160	
015.330,-0.160	
015.340,-0.135	
015.350,-0.130	
015.360,-0.115	
015.370,-0.120	
015.380,-0.070	
015.390,-0.070	
015.400,-0.030	
015.410,-0.010	
015.420,0.020	
015.430,0.025	
015.440,0.065	
015.450,0.090	
015.460,0.165	
015.470,0.175	
015.480,0.210	
015.490,0.225	
015.500,0.230	
015.510,0.240	
015.520,0.250	
015.530,0.235	
015.540,0.190	
015.550,0.175	
015.560,0.095	
015.570,0.050	
015.580,0.025	
015.590,0.000	
015.600,-0.025	
015.610,-0.020	
015.620,-0.050	
015.630,-0.040	
015.640,-0.025	
015.650,-0.040	
015.660,-0.030	
015.670,-0.030	
015.680,-0.005	
015.690,-0.040	
015.700,-0.055	
015.710,-0.055	
015.720,-0.065	
015.730,-0.080	
015.740,-0.060	
015.750,-0.085	
015.760,-0.065	
015.770,-0.095	
015.780,-0.090	
015.790,-0.100	
015.800,-0.100	
015.810,-0.090	
015.820,-0.100	
015.830,-0.105	
015.840,-0.095	
015.850,-0.130	
015.860,-0.115	
015.870,-0.070	
015.880,-0.030	
015.890,0.015	
015.900,0.025	
015.910,0.150	
015.920,0.155	
015.930,0.080	
015.940,0.030	
015.950,-0.015	
015.960,-0.055	
015.970,-0.195	
015.980,-0.195	
015.990,-0.195	
016.000,-0.165	
016.010,-0.215	
016.020,-0.230	
016.030,0.165	
016.040,1.040	
016.050,1.670	
016.060,0.425	
016.070,-0.555	
016.080,-0.695	
016.090,-0.440	
016.100,-0.170	
016.110,-0.165	
016.120,-0.155	
016.130,-0.145	
016.140,-0.125	
016.150,-0.120	
016.160,-0.115	
016.170,-0.095	
016.180,-0.050	
016.190,-0.075	
016.200,-0.035	
016.210,-0.035	
016.220,0.000	
016.230,0.030	
016.240,0.065	
016.250,0.090	
016.260,0.150	
016.270,0.190	
016.280,0.190	
016.290,0.190	
016.300,0.225	
016.310,0.235	
016.320,0.260	
016.330,0.245	
016.340,0.240	
016.350,0.190	
016.360,0.130	
016.370,0.105	
016.380,0.065	
016.390,0.030	
016.400,0.005	
016.410,0.000	
016.420,0.000	
016.430,-0.020	
016.440,-0.030	
016.450,-0.015	
016.460,-0.020	
016.470,-0.015	
016.480,-0.015	
016.490,-0.025	
016.500,-0.040	
016.510,-0.040	
016.520,-0.040	
016.530,-0.040	
016.540,-0.035	
016.550,-0.055	
016.560,-0.055	
016.570,-0.080	
016.580,-0.075	
016.590,-0.085	
016.600,-0.080	
016.610,-0.090	
016.620,-0.085	
016.630,-0.090	
016.640,-0.085	
016.650,-0.080	
016.660,-0.080	
016.670,-0.100	
016.680,-0.090	
016.690,-0.100	
016.700,-0.075	
016.710,-0.045	
016.720,0.010	
016.730,0.030	
016.740,0.045	
016.750,0.170	
016.760,0.155	
016.770,0.055	
016.780,0.030	
016.790,-0.030	
016.800,-0.060	
016.810,-0.190	
016.820,-0.175	
016.830,-0.210	
016.840,-0.180	
016.850,-0.215	
016.860,-0.165	
016.870,0.280	
016.880,1.170	
016.890,1.670	
016.900,0.040	
016.910,-0.755	
016.920,-0.605	
016.930,-0.345	
016.940,-0.130	
016.950,-0.165	
016.960,-0.155	
016.970,-0.155	
016.980,-0.125	
016.990,-0.125	
017.000,-0.080	
017.010,-0.100	
017.020,-0.060	
017.030,-0.050	
017.040,-0.025	
017.050,0.000	
017.060,0.030	
017.070,0.045	
017.080,0.070	
017.090,0.105	
017.100,0.160	
017.110,0.185	
017.120,0.215	
017.130,0.215	
017.140,0.240	
017.150,0.260	
017.160,0.260	
017.170,0.245	
017.180,0.230	
017.190,0.180	
017.200,0.155	
017.210,0.110	
017.220,0.050	
017.230,0.010	
017.240,0.005	
017.250,0.015	
017.260,-0.010	
017.270,0.015	
017.280,0.000	
017.290,0.005	
017.300,0.010	
017.310,-0.010	
017.320,0.005	
017.330,-0.015	
017.340,0.000	
017.350,-0.015	
017.360,-0.015	
017.370,-0.040	
017.380,-0.030	
017.390,-0.030	
017.400,-0.035	
017.410,-0.050	
017.420,-0.075	
017.430,-0.060	
017.440,-0.060	
017.450,-0.065	
017.460,-0.075	
017.470,-0.085	
017.480,-0.050	
017.490,-0.075	
017.500,-0.055	
017.510,-0.100	
017.520,-0.070	
017.530,-0.075	
017.540,-0.080	
017.550,-0.035	
017.560,0.015	
017.570,0.030	
017.580,0.085	
017.590,0.180	
017.600,0.155	
017.610,0.080	
017.620,0.000	
017.630,-0.050	
017.640,-0.100	
017.650,-0.185	
017.660,-0.190	
017.670,-0.195	
017.680,-0.155	
017.690,-0.215	
017.700,-0.110	
017.710,0.375	
017.720,1.110	
017.730,1.440	
017.740,0.015	
017.750,-0.750	
017.760,-0.660	
017.770,-0.385	
017.780,-0.165	
017.790,-0.175	
017.800,-0.135	
017.810,-0.155	
017.820,-0.125	
017.830,-0.110	
017.840,-0.105	
017.850,-0.100	
017.860,-0.045	
017.870,-0.075	
017.880,-0.050	
017.890,-0.015	
017.900,0.005	
017.910,0.050	
017.920,0.075	
017.930,0.080	
017.940,0.115	
017.950,0.150	
017.960,0.190	
017.970,0.185	
017.980,0.210	
017.990,0.230	
018.000,0.230	
018.010,0.205	
018.020,0.185	
018.030,0.165	
018.040,0.115	
018.050,0.050	
018.060,0.015	
018.070,0.005	
018.080,-0.025	
018.090,-0.010	
018.100,-0.035	
018.110,-0.035	
018.120,-0.020	
018.130,-0.030	
018.140,-0.035	
018.150,-0.045	
018.160,-0.030	
018.170,-0.035	
018.180,-0.030	
018.190,-0.050	
018.200,-0.060	
018.210,-0.065	
018.220,-0.060	
018.230,-0.085	
018.240,-0.085	
018.250,-0.110	
018.260,-0.070	
018.270,-0.065	
018.280,-0.075	
018.290,-0.100	
018.300,-0.095	
018.310,-0.115	
018.320,-0.080	
018.330,-0.110	
018.340,-0.090	
018.350,-0.100	
018.360,-0.085	
018.370,-0.045	
018.380,0.020	
018.390,0.055	
018.400,0.075	
018.410,0.180	
018.420,0.155	
018.430,0.105	
018.440,0.040	
018.450,-0.005	
018.460,-0.065	
018.470,-0.180	
018.480,-0.170	
018.490,-0.190	
018.500,-0.175	
018.510,-0.210	
018.520,-0.120	
018.530,0.395	
018.540,1.180	
018.550,1.535	
018.560,0.040	
018.570,-0.740	
018.580,-0.680	
018.590,-0.440	
018.600,-0.150	
018.610,-0.165	
018.620,-0.165	
018.630,-0.155	
018.640,-0.125	
018.650,-0.135	
018.660,-0.095	
018.670,-0.110	
018.680,-0.065	
018.690,-0.070	
018.700,-0.035	
018.710,-0.010	
018.720,-0.005	
018.730,0.010	
018.740,0.045	
018.750,0.090	
018.760,0.135	
018.770,0.160	
018.780,0.185	
018.790,0.195	
018.800,0.200	
018.810,0.215	
018.820,0.230	
018.830,0.245	
018.840,0.210	
018.850,0.155	
018.860,0.110	
018.870,0.075	
018.880,0.045	
018.890,-0.005	
018.900,0.005	
018.910,-0.015	
018.920,-0.015	
018.930,-0.035	
018.940,-0.010	
018.950,-0.025	
018.960,-0.055	
018.970,-0.030	
018.980,-0.035	
018.990,-0.060	
019.000,-0.035	
019.010,-0.060	
019.020,-0.055	
019.030,-0.055	
019.040,-0.070	
019.050,-0.105	
019.060,-0.100	
019.070,-0.100	
019.080,-0.085	
019.090,-0.105	
019.100,-0.100	
019.110,-0.115	
019.120,-0.105	
019.130,-0.125	
019.140,-0.120	
019.150,-0.080	
019.160,0.000	
019.170,0.025	
019.180,0.055	
019.190,0.150	
019.200,0.145	
019.210,0.060	
019.220,0.020	
019.230,-0.030	
019.240,-0.060	
019.250,-0.195	
019.260,-0.200	
019.270,-0.195	
019.280,-0.190	
019.290,-0.240	
019.300,-0.140	
019.310,0.360	
019.320,1.235	
019.330,1.615	
019.340,0.030	
019.350,-0.775	
019.360,-0.695	
019.370,-0.405	
019.380,-0.165	
019.390,-0.140	
019.400,-0.150	
019.410,-0.140	
019.420,-0.130	
019.430,-0.120	
019.440,-0.065	
019.450,-0.090	
019.460,-0.055	
019.470,-0.045	
019.480,-0.015	
019.490,0.005	
019.500,0.030	
019.510,0.060	
019.520,0.085	
019.530,0.115	
019.540,0.175	
019.550,0.195	
019.560,0.215	
019.570,0.255	
019.580,0.270	
019.590,0.260	
019.600,0.270	
019.610,0.255	
019.620,0.235	
019.630,0.165	
019.640,0.125	
019.650,0.075	
019.660,0.025	
019.670,0.000	
019.680,-0.015	
019.690,-0.005	
019.700,-0.020	
019.710,-0.035	
019.720,-0.030	
019.730,-0.015	
019.740,-0.005	
019.750,-0.020	
019.760,-0.015	
019.770,-0.010	
019.780,-0.040	
019.790,-0.040	
019.800,-0.060	
019.810,-0.060	
019.820,-0.065	
019.830,-0.040	
019.840,-0.095	
019.850,-0.065	
019.860,-0.075	
019.870,-0.065	
019.880,-0.085	
019.890,-0.105	
019.900,-0.095	
019.910,-0.085	
019.920,-0.080	
019.930,-0.090	
019.940,-0.055	
019.950,0.020	
019.960,0.035	
019.970,0.065	
019.980,0.175	
019.990,0.185	
020.000,0.080	
020.010,0.005	
020.020,-0.015	
020.030,-0.075	
020.040,-0.175	
020.050,-0.195	
020.060,-0.185	
020.070,-0.145	
020.080,-0.225	
020.090,-0.135	
020.100,0.370	
020.110,1.255	
020.120,1.690	
020.130,0.060	
020.140,-0.775	
020.150,-0.670	
020.160,-0.400	
020.170,-0.135	
020.180,-0.170	
020.190,-0.140	
020.200,-0.160	
020.210,-0.105	
020.220,-0.115	
020.230,-0.105	
020.240,-0.110	
020.250,-0.075	
020.260,-0.065	
020.270,-0.020	
020.280,-0.005	
020.290,0.000	
020.300,0.025	
020.310,0.065	
020.320,0.105	
020.330,0.130	
020.340,0.170	
020.350,0.200	
020.360,0.220	
020.370,0.255	
020.380,0.230	
020.390,0.245	
020.400,0.225	
020.410,0.190	
020.420,0.150	
020.430,0.115	
020.440,0.050	
020.450,0.000	
020.460,-0.005	
020.470,-0.030	
020.480,-0.060	
020.490,-0.035	
020.500,-0.050	
020.510,-0.040	
020.520,-0.045	
020.530,-0.035	
020.540,-0.035	
020.550,-0.025	
020.560,-0.040	
020.570,-0.020	
020.580,-0.040	
020.590,-0.060	
020.600,-0.080	
020.610,-0.075	
020.620,-0.080	
020.630,-0.080	
020.640,-0.110	
020.650,-0.110	
020.660,-0.095	
020.670,-0.095	
020.680,-0.085	
020.690,-0.085	
020.700,-0.115	
020.710,-0.110	
020.720,-0.095	
020.730,-0.085	
020.740,-0.105	
020.750,-0.100	
020.760,-0.115	
020.770,-0.100	
020.780,-0.090	
020.790,-0.050	
020.800,0.015	
020.810,0.005	
020.820,0.110	
020.830,0.150	
020.840,0.085	
020.850,0.000	
020.860,-0.050	
020.870,-0.065	
020.880,-0.200	
020.890,-0.230	
020.900,-0.240	
020.910,-0.190	
020.920,-0.235	
020.930,-0.260	
020.940,0.070	
020.950,0.920	
020.960,1.555	
020.970,0.600	
020.980,-0.470	
020.990,-0.770	
021.000,-0.495	
021.010,-0.240	
021.020,-0.190	
021.030,-0.170	
021.040,-0.180	
021.050,-0.170	
021.060,-0.165	
021.070,-0.155	
021.080,-0.150	
021.090,-0.115	
021.100,-0.100	
021.110,-0.055	
021.120,-0.045	
021.130,-0.025	
021.140,0.005	
021.150,0.030	
021.160,0.060	
021.170,0.090	
021.180,0.130	
021.190,0.175	
021.200,0.200	
021.210,0.225	
021.220,0.220	
021.230,0.225	
021.240,0.225	
021.250,0.230	
021.260,0.170	
021.270,0.125	
021.280,0.105	
021.290,0.045	
021.300,0.020	
021.310,0.000	
021.320,-0.020	
021.330,-0.025	
021.340,-0.030	
021.350,-0.040	
021.360,-0.015	
021.370,-0.025	
021.380,-0.030	
021.390,-0.020	
021.400,-0.030	
021.410,-0.015	
021.420,-0.055	
021.430,-0.050	
021.440,-0.060	
021.450,-0.045	
021.460,-0.080	
021.470,-0.075	
021.480,-0.085	
021.490,-0.075	
021.500,-0.090	
021.510,-0.100	
021.520,-0.110	
021.530,-0.100	
021.540,-0.110	
021.550,-0.100	
021.560,-0.100	
021.570,-0.090	
021.580,-0.115	
021.590,-0.100	
021.600,-0.130	
021.610,-0.105	
021.620,-0.125	
021.630,-0.105	
021.640,-0.065	
021.650,-0.005	
021.660,0.045	
021.670,0.040	
021.680,0.145	
021.690,0.120	
021.700,0.060	
021.710,0.010	
021.720,-0.035	
021.730,-0.060	
021.740,-0.185	
021.750,-0.190	
021.760,-0.220	
021.770,-0.170	
021.780,-0.225	
021.790,-0.220	
021.800,0.165	
021.810,1.125	
021.820,1.740	
021.830,0.205	
021.840,-0.670	
021.850,-0.600	
021.860,-0.350	
021.870,-0.140	
021.880,-0.165	
021.890,-0.145	
021.900,-0.155	
021.910,-0.125	
021.920,-0.125	
021.930,-0.100	
021.940,-0.095	
021.950,-0.045	
021.960,-0.035	
021.970,-0.020	
021.980,-0.020	
021.990,0.010	
022.000,0.045	
022.010,0.070	
022.020,0.090	
022.030,0.135	
022.040,0.180	
022.050,0.200	
022.060,0.220	
022.070,0.255	
022.080,0.240	
022.090,0.255	
022.100,0.230	
022.110,0.230	
022.120,0.195	
022.130,0.160	
022.140,0.110	
022.150,0.050	
022.160,0.010	
022.170,0.030	
022.180,0.015	
022.190,-0.015	
022.200,-0.005	
022.210,0.005	
022.220,0.010	
022.230,0.000	
022.240,-0.005	
022.250,0.015	
022.260,0.015	
022.270,-0.015	
022.280,-0.005	
022.290,0.000	
022.300,-0.015	
022.310,-0.035	
022.320,-0.050	
022.330,-0.040	
022.340,-0.055	
022.350,-0.035	
022.360,-0.065	
022.370,-0.075	
022.380,-0.055	
022.390,-0.070	
022.400,-0.055	
022.410,-0.080	
022.420,-0.090	
022.430,-0.070	
022.440,-0.070	
022.450,-0.065	
022.460,-0.060	
022.470,-0.080	
022.480,-0.090	
022.490,-0.060	
022.500,-0.070	
022.510,-0.085	
022.520,-0.085	
022.530,-0.060	
022.540,-0.085	
022.550,-0.085	
022.560,-0.060	
022.570,-0.010	
022.580,0.025	
022.590,0.040	
022.600,0.085	
022.610,0.200	
022.620,0.125	
022.630,0.040	
022.640,-0.020	
022.650,-0.015	
022.660,-0.125	
022.670,-0.190	
022.680,-0.190	
022.690,-0.180	
022.700,-0.175	
022.710,-0.225	
022.720,0.045	
022.730,0.735	
022.740,1.335	
022.750,0.755	
022.760,-0.275	
022.770,-0.710	
022.780,-0.540	
022.790,-0.300	
022.800,-0.150	
022.810,-0.140	
022.820,-0.135	
022.830,-0.130	
022.840,-0.130	
022.850,-0.115	
022.860,-0.115	
022.870,-0.085	
022.880,-0.055	
022.890,-0.040	
022.900,-0.030	
022.910,0.015	
022.920,0.015	
022.930,0.045	
022.940,0.065	
022.950,0.100	
022.960,0.140	
022.970,0.170	
022.980,0.190	
022.990,0.215	
023.000,0.240	
023.010,0.240	
023.020,0.215	
023.030,0.215	
023.040,0.190	
023.050,0.185	
023.060,0.135	
023.070,0.090	
023.080,0.050	
023.090,0.025	
023.100,0.030	
023.110,0.035	
023.120,0.000	
023.130,0.000	
023.140,0.010	
023.150,0.010	
023.160,0.010	
023.170,0.015	
023.180,0.000	
023.190,-0.015	
023.200,-0.020	
023.210,-0.015	
023.220,-0.005	
023.230,-0.025	
023.240,-0.030	
023.250,-0.060	
023.260,-0.045	
023.270,-0.035	
023.280,-0.045	
023.290,-0.065	
023.300,-0.035	
023.310,-0.050	
023.320,-0.075	
023.330,-0.070	
023.340,-0.065	
023.350,-0.080	
023.360,-0.065	
023.370,-0.070	
023.380,-0.070	
023.390,-0.070	
023.400,-0.080	
023.410,-0.095	
023.420,-0.070	
023.430,-0.020	
023.440,0.030	
023.450,0.055	
023.460,0.090	
023.470,0.215	
023.480,0.140	
023.490,0.085	
023.500,0.005	
023.510,0.005	
023.520,-0.095	
023.530,-0.170	
023.540,-0.180	
023.550,-0.155	
023.560,-0.155	
023.570,-0.220	
023.580,0.055	
023.590,0.705	
023.600,1.310	
023.610,0.890	
023.620,-0.180	
023.630,-0.720	
023.640,-0.600	
023.650,-0.315	
023.660,-0.140	
023.670,-0.130	
023.680,-0.150	
023.690,-0.130	
023.700,-0.130	
023.710,-0.095	
023.720,-0.060	
023.730,-0.080	
023.740,-0.050	
023.750,-0.025	
023.760,0.000	
023.770,0.020	
023.780,0.030	
023.790,0.080	
023.800,0.100	
023.810,0.125	
023.820,0.150	
023.830,0.185	
023.840,0.220	
023.850,0.235	
023.860,0.230	
023.870,0.255	
023.880,0.245	
023.890,0.220	
023.900,0.195	
023.910,0.175	
023.920,0.120	
023.930,0.085	
023.940,0.060	
023.950,0.010	
023.960,0.000	
023.970,-0.010	
023.980,0.000	
023.990,-0.005	
024.000,0.005	
024.010,0.000	
024.020,0.005	
024.030,0.005	
024.040,0.000	
024.050,-0.025	
024.060,-0.025	
024.070,-0.010	
024.080,-0.030	
024.090,-0.055	
024.100,-0.020	
024.110,-0.055	
024.120,-0.070	
024.130,-0.070	
024.140,-0.060	
024.150,-0.070	
024.160,-0.070	
024.170,-0.075	
024.180,-0.070	
024.190,-0.070	
024.200,-0.060	
024.210,-0.125	
024.220,-0.090	
024.230,-0.035	
024.240,0.000	
024.250,0.030	
024.260,0.070	
024.270,0.175	
024.280,0.200	
024.290,0.090	
024.300,0.040	
024.310,-0.020	
024.320,-0.045	
024.330,-0.165	
024.340,-0.190	
024.350,-0.195	
024.360,-0.165	
024.370,-0.200	
024.380,-0.170	
024.390,0.235	
024.400,1.135	
024.410,1.675	
024.420,0.160	
024.430,-0.710	
024.440,-0.745	
024.450,-0.450	
024.460,-0.225	
024.470,-0.185	
024.480,-0.165	
024.490,-0.145	
024.500,-0.115	
024.510,-0.115	
024.520,-0.095	
024.530,-0.145	
024.540,-0.085	
024.550,-0.060	
024.560,-0.025	
024.570,-0.040	
024.580,0.000	
024.590,0.035	
024.600,0.080	
024.610,0.080	
024.620,0.130	
024.630,0.175	
024.640,0.200	
024.650,0.190	
024.660,0.235	
024.670,0.235	
024.680,0.260	
024.690,0.215	
024.700,0.185	
024.710,0.165	
024.720,0.135	
024.730,0.055	
024.740,0.020	
024.750,0.015	
024.760,-0.020	
024.770,-0.025	
024.780,-0.030	
024.790,-0.020	
024.800,-0.035	
024.810,-0.030	
024.820,-0.050	
024.830,-0.040	
024.840,-0.005	
024.850,-0.030	
024.860,-0.050	
024.870,-0.025	
024.880,-0.055	
024.890,-0.035	
024.900,-0.025	
024.910,-0.065	
024.920,-0.050	
024.930,-0.075	
024.940,-0.065	
024.950,-0.085	
024.960,-0.090	
024.970,-0.070	
024.980,-0.085	
024.990,-0.100	
025.000,-0.110	
025.010,-0.080	
025.020,-0.105	
025.030,-0.070	
025.040,-0.020	
025.050,0.030	
025.060,0.030	
025.070,0.075	
025.080,0.175	
025.090,0.150	
025.100,0.035	
025.110,-0.005	
025.120,-0.030	
025.130,-0.140	
025.140,-0.190	
025.150,-0.190	
025.160,-0.210	
025.170,-0.235	
025.180,-0.280	
025.190,0.010	
025.200,0.700	
025.210,1.440	
025.220,1.025	
025.230,-0.260	
025.240,-0.795	
025.250,-0.645	
025.260,-0.330	
025.270,-0.160	
025.280,-0.165	
025.290,-0.155	
025.300,-0.145	
025.310,-0.120	
025.320,-0.115	
025.330,-0.130	
025.340,-0.085	
025.350,-0.065	
025.360,-0.035	
025.370,-0.030	
025.380,0.010	
025.390,0.025	
025.400,0.070	
025.410,0.075	
025.420,0.130	
025.430,0.170	
025.440,0.195	
025.450,0.225	
025.460,0.220	
025.470,0.260	
025.480,0.255	
025.490,0.255	
025.500,0.225	
025.510,0.170	
025.520,0.135	
025.530,0.080	
025.540,0.040	
025.550,-0.005	
025.560,-0.045	
025.570,-0.050	
025.580,-0.065	
025.590,-0.050	
025.600,-0.065	
025.610,-0.060	
025.620,-0.055	
025.630,-0.055	
025.640,-0.065	
025.650,-0.065	
025.660,-0.050	
025.670,-0.055	
025.680,-0.085	
025.690,-0.085	
025.700,-0.090	
025.710,-0.100	
025.720,-0.100	
025.730,-0.100	
025.740,-0.100	
025.750,-0.130	
025.760,-0.155	
025.770,-0.105	
025.780,-0.150	
025.790,-0.125	
025.800,-0.140	
025.810,-0.125	
025.820,-0.150	
025.830,-0.115	
025.840,-0.115	
025.850,-0.075	
025.860,0.000	
025.870,-0.020	
025.880,0.060	
025.890,0.145	
025.900,0.095	
025.910,0.000	
025.920,-0.045	
025.930,-0.075	
025.940,-0.220	
025.950,-0.250	
025.960,-0.235	
025.970,-0.225	
025.980,-0.225	
025.990,-0.280	
026.000,0.060	
026.010,0.905	
026.020,1.605	
026.030,0.620	
026.040,-0.505	
026.050,-0.800	
026.060,-0.535	
026.070,-0.270	
026.080,-0.205	
026.090,-0.195	
026.100,-0.190	
026.110,-0.165	
026.120,-0.165	
026.130,-0.145	
026.140,-0.130	
026.150,-0.095	
026.160,-0.105	
026.170,-0.050	
026.180,-0.050	
026.190,-0.005	
026.200,0.000	
026.210,0.030	
026.220,0.060	
026.230,0.110	
026.240,0.125	
026.250,0.185	
026.260,0.195	
026.270,0.225	
026.280,0.235	
026.290,0.225	
026.300,0.245	
026.310,0.215	
026.320,0.175	
026.330,0.120	
026.340,0.070	
026.350,0.020	
026.360,0.020	
026.370,-0.010	
026.380,-0.030	
026.390,-0.035	
026.400,-0.070	
026.410,-0.045	
026.420,-0.050	
026.430,-0.030	
026.440,-0.030	
026.450,-0.045	
026.460,-0.045	
026.470,-0.055	
026.480,-0.030	
026.490,-0.055	
026.500,-0.070	
026.510,-0.095	
026.520,-0.080	
026.530,-0.100	
026.540,-0.090	
026.550,-0.070	
026.560,-0.100	
026.570,-0.135	
026.580,-0.090	
026.590,-0.070	
026.600,-0.080	
026.610,-0.105	
026.620,-0.090	
026.630,-0.100	
026.640,-0.085	
026.650,-0.100	
026.660,-0.085	
026.670,-0.090	
026.680,-0.065	
026.690,-0.065	
026.700,-0.030	
026.710,0.050	
026.720,0.040	
026.730,0.130	
026.740,0.170	
026.750,0.110	
026.760,0.035	
026.770,-0.035	
026.780,-0.045	
026.790,-0.165	
026.800,-0.185	
026.810,-0.220	
026.820,-0.195	
026.830,-0.210	
026.840,-0.230	
026.850,0.155	
026.860,1.080	
026.870,1.725	
026.880,0.370	
026.890,-0.590	
026.900,-0.710	
026.910,-0.450	
026.920,-0.180	
026.930,-0.170	
026.940,-0.160	
026.950,-0.165	
026.960,-0.115	
026.970,-0.130	
026.980,-0.115	
026.990,-0.110	
027.000,-0.080	
027.010,-0.080	
027.020,-0.045	
027.030,-0.030	
027.040,0.000	
027.050,0.025	
027.060,0.060	
027.070,0.075	
027.080,0.130	
027.090,0.165	
027.100,0.205	
027.110,0.220	
027.120,0.250	
027.130,0.250	
027.140,0.275	
027.150,0.265	
027.160,0.245	
027.170,0.190	
027.180,0.150	
027.190,0.095	
027.200,0.045	
027.210,0.020	
027.220,0.010	
027.230,-0.020	
027.240,-0.005	
027.250,-0.015	
027.260,-0.010	
027.270,0.000	
027.280,0.005	
027.290,-0.010	
027.300,0.000	
027.310,0.000	
027.320,-0.025	
027.330,-0.030	
027.340,-0.020	
027.350,-0.010	
027.360,-0.065	
027.370,-0.065	
027.380,-0.060	
027.390,-0.055	
027.400,-0.055	
027.410,-0.075	
027.420,-0.075	
027.430,-0.080	
027.440,-0.090	
027.450,-0.090	
027.460,-0.075	
027.470,-0.090	
027.480,-0.090	
027.490,-0.085	
027.500,-0.100	
027.510,-0.085	
027.520,-0.090	
027.530,-0.100	
027.540,-0.075	
027.550,-0.105	
027.560,-0.115	
027.570,-0.085	
027.580,-0.015	
027.590,0.025	
027.600,0.005	
027.610,0.070	
027.620,0.155	
027.630,0.125	
027.640,0.025	
027.650,-0.035	
027.660,-0.030	
027.670,-0.115	
027.680,-0.170	
027.690,-0.190	
027.700,-0.175	
027.710,-0.185	
027.720,-0.235	
027.730,0.035	
027.740,0.770	
027.750,1.490	
027.760,0.955	
027.770,-0.340	
027.780,-0.740	
027.790,-0.480	
027.800,-0.220	
027.810,-0.125	
027.820,-0.155	
027.830,-0.165	
027.840,-0.155	
027.850,-0.140	
027.860,-0.115	
027.870,-0.115	
027.880,-0.085	
027.890,-0.065	
027.900,-0.070	
027.910,-0.025	
027.920,0.000	
027.930,0.010	
027.940,0.065	
027.950,0.075	
027.960,0.110	
027.970,0.150	
027.980,0.200	
027.990,0.230	
028.000,0.220	
028.010,0.250	
028.020,0.265	
028.030,0.265	
028.040,0.235	
028.050,0.220	
028.060,0.170	
028.070,0.140	
028.080,0.070	
028.090,0.030	
028.100,0.035	
028.110,0.015	
028.120,-0.005	
028.130,-0.015	
028.140,-0.005	
028.150,-0.010	
028.160,-0.005	
028.170,0.000	
028.180,-0.015	
028.190,-0.010	
028.200,-0.010	
028.210,-0.005	
028.220,-0.015	
028.230,-0.040	
028.240,-0.035	
028.250,-0.050	
028.260,-0.065	
028.270,-0.055	
028.280,-0.080	
028.290,-0.050	
028.300,-0.075	
028.310,-0.085	
028.320,-0.070	
028.330,-0.075	
028.340,-0.085	
028.350,-0.050	
028.360,-0.075	
028.370,-0.080	
028.380,-0.090	
028.390,-0.090	
028.400,-0.075	
028.410,-0.100	
028.420,-0.055	
028.430,0.000	
028.440,0.065	
028.450,0.060	
028.460,0.135	
028.470,0.200	
028.480,0.140	
028.490,0.060	
028.500,-0.020	
028.510,-0.040	
028.520,-0.150	
028.530,-0.190	
028.540,-0.210	
028.550,-0.180	
028.560,-0.200	
028.570,-0.210	
028.580,0.080	
028.590,0.840	
028.600,1.445	
028.610,0.550	
028.620,-0.395	
028.630,-0.740	
028.640,-0.535	
028.650,-0.265	
028.660,-0.175	
028.670,-0.120	
028.680,-0.150	
028.690,-0.150	
028.700,-0.125	
028.710,-0.110	
028.720,-0.110	
028.730,-0.070	
028.740,-0.050	
028.750,-0.055	
028.760,-0.045	
028.770,0.000	
028.780,0.025	
028.790,0.035	
028.800,0.075	
028.810,0.115	
028.820,0.130	
028.830,0.190	
028.840,0.180	
028.850,0.205	
028.860,0.210	
028.870,0.215	
028.880,0.220	
028.890,0.205	
028.900,0.170	
028.910,0.135	
028.920,0.100	
028.930,0.065	
028.940,0.000	
028.950,-0.010	
028.960,-0.015	
028.970,-0.035	
028.980,-0.040	
